identifier|category|name
HG6W|Phone|iPhone 7
HG6X|Phone|iPhone 7
HG6Y|Phone|iPhone 7
HG70|Phone|iPhone 7
HG71|Phone|iPhone 7
HG72|Phone|iPhone 7
HG73|Phone|iPhone 7
HG74|Phone|iPhone 7
HG75|Phone|iPhone 7
HG76|Phone|iPhone 7
HG77|Phone|iPhone 7
HG78|Phone|iPhone 7
HG79|Phone|iPhone 7
HG7D|Phone|iPhone 7
HG7F|Phone|iPhone 7
HG7G|Phone|iPhone 7
HG7H|Phone|iPhone 7
HG7J|Phone|iPhone 7
HG7K|Phone|iPhone 7
HG7L|Phone|iPhone 7
HG7M|Phone|iPhone 7
HG7N|Phone|iPhone 7
HG7P|Phone|iPhone 7
HG7Q|Phone|iPhone 7
HG7R|Phone|iPhone 7
HG7T|Phone|iPhone 7
HG7V|Phone|iPhone 7
HG7W|Phone|iPhone 7
HG7X|Phone|iPhone 7
HG7Y|Phone|iPhone 7
HG80|Phone|iPhone 7
HG81|Phone|iPhone 7
HG82|Phone|iPhone 7
HG83|Phone|iPhone 7
HG84|Phone|iPhone 7
HG85|Phone|iPhone 7
HG86|Phone|iPhone 7
HG87|Phone|iPhone 7
HG88|Phone|iPhone 7
HG89|Phone|iPhone 7
HG8C|Phone|iPhone 7
HG8D|Phone|iPhone 7
HGC3|Tablet|iPad mini 4 Wi-Fi + Cellular
HGC4|Tablet|iPad mini 4 Wi-Fi + Cellular
HGC5|Tablet|iPad mini 4 Wi-Fi + Cellular
HGD|Stationary|Power Mac G4 Server
HGE|Stationary|Power Mac G4 Server
HGF|Stationary|Power Mac G4 Server
HGJ1|Tablet|iPad mini 4
HGJ2|Tablet|iPad mini 4
HGJ3|Tablet|iPad mini 4
HGN|Software|AppleShare IP 6.3
HGP|Software|AppleShare IP 6.3
HGU|Stationary|Power Mac G4 (AGP Graphics)
HH21|Laptop|MacBook (Retina, 12-inch, 2017)
HH22|Laptop|MacBook (Retina, 12-inch, 2017)
HH23|Laptop|MacBook (Retina, 12-inch, 2017)
HH24|Laptop|MacBook (Retina, 12-inch, 2017)
HH25|Laptop|MacBook (Retina, 12-inch, 2017)
HH26|Laptop|MacBook (Retina, 12-inch, 2017)
HH27|Laptop|MacBook (Retina, 12-inch, 2017)
HH28|Laptop|MacBook (Retina, 12-inch, 2017)
HH29|Laptop|MacBook (Retina, 12-inch, 2017)
HH2C|Laptop|MacBook (Retina, 12-inch, 2017)
HH2D|Laptop|MacBook (Retina, 12-inch, 2017)
HH2F|Laptop|MacBook (Retina, 12-inch, 2017)
HH2G|Laptop|MacBook (Retina, 12-inch, 2017)
HH2H|Laptop|MacBook (Retina, 12-inch, 2017)
HH2J|Laptop|MacBook (Retina, 12-inch, 2017)
HH2K|Laptop|MacBook (Retina, 12-inch, 2017)
HHC|Stationary|Power Mac G4 (PCI Graphics)
HHD|Stationary|Power Mac G4 (PCI Graphics)
HHF|Stationary|Power Mac G4 (PCI Graphics)
HHG|Stationary|Power Mac G4 (AGP Graphics)
HHMG|Stationary|iMac (21.5-inch, Late 2015)
HHYK|Watch|Apple Watch Series 2 Nike + 38mm (2nd gen)
HHYL|Watch|Apple Watch Series 2 Nike + 42mm (2nd gen)
HJ4|Stationary|iMac (21.5-inch, Mid 2010)
HJ6|Stationary|iMac (21.5-inch, Mid 2010)
HJ7|Stationary|iMac (27-inch, Mid 2010)
HJ7X|Phone|iPhone 7 Smart Battery Case
HJ7Y|Phone|iPhone 7 Smart Battery Case
HJ80|Phone|iPhone 7 Smart Battery Case
HJ9|Stationary|Power Mac G4 (PCI Graphics)
HJA|Stationary|iMac (27-inch, Mid 2010)
HJC|Stationary|iMac (27-inch, Mid 2010)
HJE|Stationary|iMac (21.5-inch, Mid 2010)
HJG|Stationary|iMac (21.5-inch, Mid 2010)
HJH|Stationary|iMac (27-inch, Mid 2010)
HJJ|Stationary|iMac (27-inch, Mid 2010)
HJJF|Keyboard|Smart Keyboard
HJLC|Watch|Apple Watch Series 2 Nike + 38mm (2nd gen)
HJLD|Watch|Apple Watch Series 2 Nike + 42mm (2nd gen)
HJLF|Watch|Apple Watch Series 1 38mm (2nd gen)
HJLG|Watch|Apple Watch Series 1 42mm (2nd gen)
HJLJ|Watch|Apple Watch Series 2 Aluminum 42mm (2nd gen)
HJLL|Watch|Apple Watch Series 2 Aluminum 38mm (2nd gen)
HJLR|Watch|Apple Watch Series 2 Aluminum 38mm (2nd gen)
HJLT|Watch|Apple Watch Series 2 Aluminum 42mm (2nd gen)
HJM|Stationary|Power Mac G4 (PCI Graphics)
HJN|Stationary|Power Mac G4 (PCI Graphics)
HJP|Stationary|Power Mac G4 (PCI Graphics)
HJQ|Stationary|iMac (27-inch, Mid 2010)
HJR|Stationary|iMac (27-inch, Mid 2010)
HJRN|Stationary|iMac (Retina 5K, 27-inch, Late 2015)
HJS|Stationary|iMac (21.5-inch, Mid 2010)
HJT|Stationary|Power Mac G4 (PCI Graphics)
HJU|Stationary|Power Mac G4 (PCI Graphics)
HJV|Stationary|iMac (21.5-inch, Mid 2010)
HJW|Stationary|iMac (21.5-inch, Mid 2010)
HJX|Stationary|iMac (27-inch, Mid 2010)
HJY|Stationary|iMac (27-inch, Mid 2010)
HK2Q|Headphones|Solo3 Wireless
HK2R|Headphones|Solo3 Wireless
HK32|Headphones|urBeats (2nd generation)
HK7|Stationary|Power Mac G4 (PCI Graphics)
HKE|Laptop|PowerBook (FireWire)
HKJH|Headphones|Studio Wireless
HKJJ|Headphones|Studio Wireless
HL1|Stationary|Power Mac G4 (Digital Audio)
HL4|Stationary|Power Mac G4 (PCI Graphics)
HLA|Stationary|Power Mac G4 (AGP Graphics)
HLC|Laptop|iBook (Dual USB)
HLF9|Tablet|iPad (5th generation)
HLFC|Tablet|iPad (5th generation)
HLFD|Tablet|iPad (5th generation)
HLFF|Tablet|iPad (5th generation)
HLJJ|Tablet|iPad (5th generation) Wi-Fi + Cellular
HLJK|Tablet|iPad (5th generation) Wi-Fi + Cellular
HLJL|Tablet|iPad (5th generation) Wi-Fi + Cellular
HLJM|Tablet|iPad (5th generation) Wi-Fi + Cellular
HLK|Stationary|Power Mac G4 (AGP Graphics)
HLWV|Stationary|iMac (Retina 4K, 21.5-inch, Late 2015)
HLZ|Stationary|Power Mac G4 (AGP Graphics)
HM0|Stationary|Power Mac G4 (PCI Graphics)
HM1|Stationary|Power Mac G4 (AGP Graphics)
HM5|Stationary|Power Mac G4 (PCI Graphics)
HMC6|Headphones|Solo3 Wireless
HMHT|Headphones|Studio Wireless
HMHV|Headphones|Powerbeats3 Wireless
HMMF|Laptop|MacBook Pro (Retina, 15-inch, Mid 2015)
HMMQ|Stationary|iMac (Retina 5K, 27-inch, Late 2015)
HMN|Software|AppleShare IP 6.3
HMP|Software|AppleShare IP 6.3
HMQ|Software|AppleShare IP 6.3
HMR|Software|AppleShare IP 6.3
HMS|Software|AppleShare IP 6.3
HMT|Software|AppleShare IP 6.3
HMU|Software|AppleShare IP 6.3
HMV|Software|AppleShare IP 6.3
HN1|Stationary|Power Mac G4 (PCI Graphics)
HN2|Stationary|Power Mac G4 (PCI Graphics)
HN3|Stationary|Power Mac G4 (PCI Graphics)
HN8P|Stationary|iMac (Retina 5K, 27-inch, Late 2015)
HN9|Stationary|Power Mac G4 (PCI Graphics)
HNA|Stationary|Power Mac G4 (PCI Graphics)
HNC|Laptop|MacBook Pro (13-inch, Mid 2010)
HND|Stationary|Power Mac G4 Server
HND6|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
HND7|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
HND8|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
HNE|Stationary|Power Mac G4 Server
HNF|Stationary|Power Mac G4 Server
HNH|Stationary|Power Mac G4 (AGP Graphics)
HNM4|MediaPlayer|Apple TV 4K
HNZ|Stationary|Power Mac G4 (AGP Graphics)
HOE|Display|Apple Studio Display 21 inch, CRT
HP0|Stationary|Power Mac G4 (AGP Graphics)
HP34|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HP35|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HP36|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HP3L|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HP3M|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HP3P|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HP49|Laptop|MacBook Pro (13-inch, Late 2016, Four Thunderbolt 3 Ports)
HP4D|Laptop|MacBook Pro (13-inch, Late 2016, Four Thunderbolt 3 Ports)
HP50|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP51|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP52|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP53|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP61|Tablet|iPad (5th generation) Wi-Fi + Cellular
HP62|Tablet|iPad (5th generation) Wi-Fi + Cellular
HP83|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP84|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP85|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP86|Tablet|iPad Pro (10.5-inch) Wi-Fi
HP9|Stationary|Mac Pro (Mid 2010)
HP9X|Tablet|iPad (5th generation)
HP9Y|Tablet|iPad (5th generation)
HPA|Stationary|Mac Pro (Mid 2010)
HPB|Stationary|iMac (27-inch, Mid 2010)
HPC|Laptop|MacBook Pro (13-inch, Mid 2010)
HPDV|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPDW|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPDX|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPDY|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPE|Laptop|MacBook Pro (15-inch, Mid 2010)
HPF|Laptop|MacBook Pro (15-inch, Mid 2010)
HPF8|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPF9|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPFC|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPFD|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPG|Stationary|iMac (27-inch, Mid 2010)
HPH|Laptop|MacBook Pro (15-inch, Mid 2010)
HPJ|Laptop|MacBook Pro (15-inch, Mid 2010)
HPJ4|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
HPJ5|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
HPJ6|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
HPK|Laptop|MacBook Pro (15-inch, Mid 2010)
HPL|Laptop|MacBook Pro (15-inch, Mid 2010)
HPM|Laptop|MacBook Pro (15-inch, Mid 2010)
HPO|Stationary|Power Mac G4 (AGP Graphics)
HPQ|Stationary|iMac (21.5-inch, Mid 2010)
HPQG|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HPQH|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HPQJ|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HPR|Stationary|iMac (21.5-inch, Mid 2010)
HPR8|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HPR9|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HPRF|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
HPS|Laptop|MacBook Pro (15-inch, Mid 2010)
HPT4|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPT5|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPT6|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPT7|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPT8|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPT9|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPTC|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPTD|Tablet|iPad Pro (10.5-inch)  Wi-Fi + Cellular
HPV|Stationary|Mac Pro Server (Mid 2010)
HPW|Stationary|Mac Pro Server (Mid 2010)
HPXN|Phone|iPhone 7
HPXP|Phone|iPhone 7
HPXQ|Phone|iPhone 7
HPXR|Phone|iPhone 7
HPXT|Phone|iPhone 7
HPXV|Phone|iPhone 7
HPXW|Phone|iPhone 7
HPXX|Phone|iPhone 7
HPY|Stationary|Mac Pro Server (Mid 2010)
HPY0|Phone|iPhone 7
HPY1|Phone|iPhone 7
HPY2|Phone|iPhone 7
HPY3|Phone|iPhone 7
HPY4|Phone|iPhone 7
HPY5|Phone|iPhone 7
HPY6|Phone|iPhone 7 Plus
HPY7|Phone|iPhone 7 Plus
HPY8|Phone|iPhone 7 Plus
HPY9|Phone|iPhone 7 Plus
HPYC|Phone|iPhone 7 Plus
HPYF|Phone|iPhone 7 Plus
HPYG|Phone|iPhone 7 Plus
HPYH|Phone|iPhone 7 Plus
HPYJ|Phone|iPhone 7 Plus
HPYK|Phone|iPhone 7 Plus
HPYL|Phone|iPhone 7 Plus
HPYM|Phone|iPhone 7 Plus
HPYN|Phone|iPhone 7 Plus
HPYP|Phone|iPhone 7 Plus
HQ9T|Stationary|iMac (21.5-inch, Late 2015)
HQ9V|Stationary|iMac (21.5-inch, Late 2015)
HQ9W|Stationary|iMac (21.5-inch, Late 2015)
HQD|Laptop|MacBook Pro (15-inch, Mid 2010)
HQE|Laptop|MacBook Pro (15-inch, Mid 2010)
HQJ|Stationary|iMac (Slot Loading)
HQK|Stationary|iMac DV (Slot Loading)
HQK8|Speaker|HomePod (Early 2018)
HQL|Stationary|iMac DV (Slot Loading)
HQM|Stationary|iMac DV (Slot Loading)
HQN|Stationary|iMac DV (Slot Loading)
HQP|Stationary|iMac DV (Slot Loading)
HQS|Stationary|iMac DV Special Edition (Slot Loading)
HQY|Laptop|MacBook Pro (15-inch, Mid 2010)
HQZ|Laptop|MacBook Pro (15-inch, Mid 2010)
HR5|Laptop|MacBook Pro (15-inch, Mid 2010)
HRMD|Laptop|MacBook (Retina, 12-inch, Early 2016)
HRMF|Laptop|MacBook (Retina, 12-inch, Early 2016)
HRMG|Laptop|MacBook (Retina, 12-inch, Early 2016)
HRR|Laptop|MacBook Pro (15-inch, Mid 2010)
HRV|Stationary|iMac (21.5-inch, Mid 2010)
HS0|Stationary|iMac (27-inch, Mid 2010)
HS6|Stationary|iMac (20-inch, Mid 2009)
HS7|Stationary|iMac (20-inch, Mid 2009)
HSC|Stationary|iMac (27-inch, Mid 2010)
HSE|Stationary|Power Mac G4 (AGP Graphics)
HSF|Stationary|Power Mac G4 (AGP Graphics)
HSG|Stationary|Power Mac G4 (AGP Graphics)
HSK|Stationary|iMac (Slot Loading)
HSL|Stationary|iMac DV (Slot Loading)
HSM|Stationary|iMac DV (Slot Loading)
HSN|Stationary|iMac DV (Slot Loading)
HSP|Stationary|iMac DV (Slot Loading)
HSQ|Stationary|iMac DV (Slot Loading)
HSR|Stationary|iMac DV (Slot Loading)
HST|Laptop|MacBook (13-inch, Mid 2010)
HSU|Laptop|MacBook (13-inch, Mid 2010)
HT0|Software|Final Cut Pro X
HT1|Software|Motion 5
HT3|Software|Compressor 4
HT6|Stationary|iMac (20-inch, Mid 2009)
HTC|Stationary|iMac DV (Slot Loading)
HTD|Stationary|iMac DV (Slot Loading)
HTD5|Laptop|MacBook Pro (15-inch, 2017)
HTD6|Laptop|MacBook Pro (15-inch, 2017)
HTD7|Laptop|MacBook Pro (15-inch, 2017)
HTD8|Laptop|MacBook Pro (15-inch, 2017)
HTD9|Laptop|MacBook Pro (15-inch, 2017)
HTDC|Laptop|MacBook Pro (15-inch, 2017)
HTDD|Laptop|MacBook Pro (15-inch, 2017)
HTDF|Laptop|MacBook Pro (15-inch, 2017)
HTDG|Laptop|MacBook Pro (15-inch, 2017)
HTDH|Laptop|MacBook Pro (15-inch, 2017)
HTE|Stationary|iMac DV (Slot Loading)
HTG|Stationary|iMac DV (Slot Loading)
HTH|Stationary|iMac (Slot Loading)
HTJ|Stationary|iMac (Slot Loading)
HTK|Stationary|iMac (Slot Loading)
HTL|Stationary|iMac (Slot Loading)
HTM|Stationary|iMac (Slot Loading)
HTN|Stationary|iMac DV Special Edition (Slot Loading)
HTP|Stationary|iMac DV Special Edition (Slot Loading)
HTQ|Stationary|iMac DV Special Edition (Slot Loading)
HTR|Stationary|iMac DV Special Edition (Slot Loading)
HTS|Stationary|iMac DV Special Edition (Slot Loading)
HTT|Stationary|iMac DV (Slot Loading)
HTU|Stationary|iMac DV (Slot Loading)
HTV|Stationary|iMac DV (Slot Loading)
HTVK|Phone|iPhone SE
HTVL|Phone|iPhone SE
HTVM|Phone|iPhone SE
HTVN|Phone|iPhone SE
HTVQ|Phone|iPhone SE
HTVR|Phone|iPhone SE
HTVT|Phone|iPhone SE
HTVV|Phone|iPhone SE
HTVW|Phone|iPhone SE
HTVX|Phone|iPhone SE
HTW|Stationary|iMac DV (Slot Loading)
HTW0|Phone|iPhone SE
HTW1|Phone|iPhone SE
HTW2|Phone|iPhone SE
HTW3|Phone|iPhone SE
HTW4|Phone|iPhone SE
HTW5|Phone|iPhone SE
HTX|Stationary|iMac DV (Slot Loading)
HTY|Stationary|iMac DV (Slot Loading)
HTYF|Laptop|MacBook Pro (Retina, 13-inch, Early 2015)
HTYP|Headphones|Solo3 Wireless
HTYR|Headphones|Solo3 Wireless
HTYY|Headphones|Powerbeats3 Wireless
HTZ|Stationary|iMac DV (Slot Loading)
HU0|Stationary|iMac DV (Slot Loading)
HU1|Stationary|iMac DV (Slot Loading)
HU2|Stationary|iMac DV (Slot Loading)
HU3|Stationary|iMac DV (Slot Loading)
HU4|Stationary|iMac DV (Slot Loading)
HU5|Stationary|iMac DV (Slot Loading)
HU6|Stationary|iMac DV (Slot Loading)
HU7|Stationary|iMac DV (Slot Loading)
HU8|Stationary|iMac DV (Slot Loading)
HU9|Stationary|iMac DV (Slot Loading)
HUA|Stationary|iMac DV (Slot Loading)
HUB|Stationary|iMac DV (Slot Loading)
HUC|Stationary|iMac DV (Slot Loading)
HUD|Laptop|MacBook (13-inch, Mid 2010)
HUE|Stationary|iMac (20-inch, Mid 2009)
HUO|Stationary|iMac DV (Slot Loading)
HUV|Stationary|Power Mac G4 (AGP Graphics)
HV01|Headphones|Powerbeats3 Wireless
HV22|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV27|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV29|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV2D|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV2F|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV2G|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV2H|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV2J|Laptop|MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)
HV2K|Laptop|MacBook Pro (Retina, 15-inch, Mid 2015)
HV2L|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2M|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2N|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2P|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2Q|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2R|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2T|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2V|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2W|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV2X|Laptop|MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)
HV36|Laptop|MacBook Pro (Retina, 15-inch, Mid 2015)
HV37|Laptop|MacBook Pro (Retina, 15-inch, Mid 2015)
HV59|Laptop|MacBook Pro (Retina, 13-inch, Early 2015)
HV5D|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5G|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5H|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5J|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5K|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5L|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5M|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV5N|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HV6|Stationary|Power Mac G4 (AGP Graphics)
HV7|Stationary|Power Mac G4 (PCI Graphics)
HV8Y|Headphones|Powerbeats3 Wireless
HV90|Headphones|Studio Wireless
HVE|Stationary|iMac (Slot Loading)
HVF|Stationary|iMac DV Special Edition (Slot Loading)
HVG|Stationary|iMac DV Special Edition (Slot Loading)
HVT|Stationary|iMac (Slot Loading)
HVU|Stationary|iMac DV (Slot Loading)
HVV|Stationary|iMac DV (Slot Loading)
HVW|Stationary|iMac DV (Slot Loading)
HVX|Stationary|iMac DV (Slot Loading)
HVY|Stationary|iMac DV (Slot Loading)
HVZ|Stationary|iMac DV Special Edition (Slot Loading)
HWCG|Laptop|MacBook Pro (15-inch, 2016)
HWCH|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HWE|Software|AppleWorks 6
HWF|Software|AppleWorks 6
HWG|Software|AppleWorks 6
HWH|Software|AppleWorks 6
HWH2|Laptop|MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)
HX87|Stationary|iMac Pro (2017)
HX8F|Stationary|iMac Pro (2017)
HX96|Phone|iPhone 7
HX97|Phone|iPhone 7
HX98|Phone|iPhone 7
HX99|Phone|iPhone 7
HX9C|Phone|iPhone 7
HX9D|Phone|iPhone 7
HX9F|Phone|iPhone 7 Plus
HX9G|Phone|iPhone 7 Plus
HX9H|Phone|iPhone 7 Plus
HX9J|Phone|iPhone 7 Plus
HX9K|Phone|iPhone 7 Plus
HX9L|Phone|iPhone 7 Plus
HX9P|Headphones|Powerbeats3 Wireless
HX9R|Headphones|Powerbeats3 Wireless
HX9T|Headphones|Solo3 Wireless
HX9W|Headphones|Solo3 Wireless
HXD3|Laptop|MacBook Pro (15-inch, 2016)
HXD5|Laptop|MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)
HXF8|Laptop|MacBook Pro (15-inch, 2016)
HXR5|Phone|iPhone 6
HXR6|Phone|iPhone 6
HYA|Software|AppleWorks 6
HYFK|Phone|iPhone 6
HYFL|Phone|iPhone 6
HYGQ|Headphones|Stationary|iMac (21.5-inch, Late 2015)
HYJ0|Headphones|Solo3 Wireless
HYP5|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
HYVM|Laptop|MacBook Air (11-inch, Early 2015)
HZ8|Stationary|iMac DV Special Edition (Slot Loading)
HZ9|Stationary|iMac DV (Slot Loading)
HZA|Stationary|iMac (Slot Loading)
HZG|Laptop|PowerBook (FireWire)
HZH|Laptop|PowerBook (FireWire)
HZJ|Laptop|PowerBook (FireWire)
HZK|Laptop|PowerBook (FireWire)
HZL|Laptop|PowerBook (FireWire)
HZM|Laptop|PowerBook (FireWire)
HZN|Stationary|iMac (Slot Loading)
HZP|Stationary|iMac (Slot Loading)
HZQ|Stationary|iMac (Slot Loading)
HZR|Stationary|iMac (Slot Loading)
HZS|Laptop|iBook Special Edition
HZT|Laptop|iBook
HZU|Laptop|iBook
HZX|Software|AppleShare IP 6.3
HZY|Software|AppleShare IP 6.3
HZZ|Software|AppleShare IP 6.3
INT|Stationary|iMac (17 inch, Flat Panel)
IWP|Other|Non-serialized Products
J00|Software|AppleShare IP 6.3
J04|Software|AppleShare IP 6.3
J07|Software|AppleShare IP 6.3
J0DG|Stationary|iMac (21.5-inch, Late 2015)
J0DH|Stationary|iMac (21.5-inch, Late 2015)
J0DJ|Stationary|iMac (21.5-inch, Late 2015)
J0DK|Stationary|iMac (Retina 5K, 27-inch, Late 2015)
J0Y|Stationary|iMac DV Special Edition (Slot Loading)
J1D9|Phone|iPhone 7
J1DC|Phone|iPhone 7
J1DD|Phone|iPhone 7 Plus
J1DF|Phone|iPhone 7 Plus
J1G5|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1G6|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1G7|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1G8|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1G9|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1GC|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1GD|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1GF|Stationary|iMac (Retina 4K, 21.5-inch, 2017)
J1GG|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GH|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GJ|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GK|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GL|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GM|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GN|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GP|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GQ|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GR|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GT|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1GV|Stationary|iMac (Retina 5K, 27-inch, 2017)
J1WF|MediaPlayer|Apple TV 4K
J1WK|Laptop|MacBook Air (13-inch, 2017)
J1WL|Laptop|MacBook Air (13-inch, 2017)
J1WM|Laptop|MacBook Air (13-inch, 2017)
J1WT|Laptop|MacBook Air (13-inch, 2017)
J1WV|Laptop|MacBook Air (13-inch, 2017)
J21W|Laptop|MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)
J262|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
J263|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
J264|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi
J265|Speaker|HomePod (Early 2018)
J28K|Tablet|iPad Pro (10.5-inch) Wi-Fi
J28L|Tablet|iPad Pro (10.5-inch) Wi-Fi
J28M|Tablet|iPad Pro (10.5-inch)
J28N|Tablet|iPad Pro (10.5-inch)
J294|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
J295|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
J296|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
J299|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
J29C|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
J29D|Tablet|iPad Pro (12.9-inch) (2nd generation) Wi-Fi + Cellular
J2D1|Tablet|iPad Pro (10.5-inch) Wi-Fi + Cellular
J2D2|Tablet|iPad Pro (10.5-inch)
J2D3|Tablet|iPad Pro (10.5-inch)
J2D4|Tablet|iPad Pro (10.5-inch)
