identifier|category|name
SE4|Laptop|iBook G4 (12-inch, Mid 2005)
SE6|Laptop|iBook G4 (14-inch, Mid 2005)
SE7|Laptop|iBook G4 (12-inch, Mid 2005)
SE9|Laptop|iBook G4 (14-inch, Mid 2005)
SEB|Laptop|iBook G4 (12-inch, Mid 2005)
SEC|Laptop|iBook G4 (14-inch, Mid 2005)
SEH|Laptop|iBook G4 (12-inch, Late 2004)
SEJ|Laptop|iBook G4 (14-inch, Late 2004)
SEZ|Stationary|Power Mac G5 (Late 2004)
SFA|Software|iWork 05
SFC|Software|iWork 05
SFE|Software|iWork 05
SG1|Software|DVD Studio Pro 4.0
SG2|Software|DVD Studio Pro 4.0
SG3|Software|DVD Studio Pro 4.0
SG5|Software|DVD Studio Pro 4.0
SGJ|Camera|iSight
SGK|Camera|iSight
SGX|Stationary|iMac G5 ALS (17-Inch)
SHE|Laptop|iBook G4 (12-inch, Late 2004)
SJ1|Stationary|iMac G5 (17-Inch)
SJ3|Server|XserveRAID (SFP Late 2004)
SJ4|Server|XserveRAID (SFP Late 2004)
SJ5|Server|XserveRAID (SFP Late 2004)
SK1|Laptop|PowerBook G4 (15-inch, 1.5/1.33GHZ)
SK2|Laptop|iBook G4 (14-inch, Late 2004)
SK4|Stationary|iMac G5 (20-Inch)
SK6|Server|XserveG5
SK7|Stationary|Power Mac G5 (Late 2004)
SK8|Stationary|Power Mac G5 (June 2004)
SLF|Stationary|iMac G5 (17-Inch)
SLG|Stationary|iMac G5 (20-Inch)
SLJ|Laptop|iBook G4 (14-inch, Late 2004)
SLW|Server|XserveG5 (January 2005)
SLX|Server|XserveG5 (January 2005)
SLZ|Server|XserveG5 (January 2005)
SM2|Stationary|Power Mac G5 (June 2004)
SM3|Stationary|Power Mac G5 (June 2004)
SM4|Stationary|Power Mac G5 (June 2004)
SMQ|Stationary|Mac mini
SMR|Stationary|Mac mini
SMS|Stationary|Mac mini
SMT|Stationary|Mac mini
SMU|Stationary|Mac mini
SNK|Software|iWork 05
SP0|Server|XserveG5
SP1|Server|XserveG5
SP2|Server|XserveRAID (SFP Late 2004)
SPX|Stationary|Power Mac G5 (June 2004)
SPY|Stationary|Power Mac G5 (June 2004)
SPZ|Stationary|Power Mac G5 (June 2004)
SQ0|Stationary|Power Mac G5 (June 2004)
SQ1|Stationary|Power Mac G5 (Late 2004)
SQ5|Laptop|PowerBook G4 (17-inch, 1.67GHZ)
SQ6|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SQ7|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SQV|Stationary|Power Mac G5 (June 2004)
SQW|Server|XserveG5 (January 2005)
SQX|Server|XserveG5 (January 2005)
SQY|Server|XserveG5 (January 2005)
SQZ|Stationary|iMac G5 (17-Inch)
SR0|Server|XserveG5 (January 2005)
SR1|Server|XserveG5 (January 2005)
SR2|Server|XserveG5 (January 2005)
SR8|Server|XserveG5 (January 2005)
SR9|Server|XserveG5 (January 2005)
SST|Server|XserveG5 (January 2005)
ST61|Laptop|MacBook Pro (13-inch, Early 2011)
STB|Software|Motion 2
STC|Software|DVD Studio Pro 4.0
STD|Software|Motion 2
STE|Software|Motion 2
STF|Software|Motion 2
STG|Software|Soundtrack Pro 1.x
STH|Software|Soundtrack Pro 1.x
STJ|Software|Soundtrack Pro 1.x
STK|Software|Soundtrack Pro 1.x
STL|Software|Soundtrack Pro 1.x
STS|Software|Final Cut Pro 5.X
STU|Software|Final Cut Pro 5.X
STV|Software|Final Cut Pro 5.X
STW|Software|Final Cut Pro 5.X
SU0|Software|Xsan 1.1
SU1|Software|Xsan 1.1
SUH|Software|Shake 4.X
SUJ|Software|Shake 4.X
SUK|Software|Shake 4.X
SV8|Server|XserveG5 (January 2005)
SV9|Server|XserveG5 (January 2005)
SVA|Server|XserveG5 (January 2005)
SW3|Software|Apple Remote Desktop 2.2
SW4|Software|Apple Remote Desktop 2.2
SW5|Software|Apple Remote Desktop 2.2
SWZ|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
SX0|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
SX2|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
SX3|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
SX4|Stationary|Mac mini
SXZ|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SY2|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
SY3|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
SY5|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SY6|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SY7|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SY8|Laptop|PowerBook G4 (17-inch, 1.67GHZ)
SYG|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SYH|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
SYL|Laptop|PowerBook G4 (17-inch, 1.67GHZ)
SYP|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
SYQ|Software|Logic Pro 7
SYR|Software|Logic Express 7
SYS|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
SZ9|Mp3Player|iPod (5th generation)
SZA|Mp3Player|iPod (5th generation)
SZB|Mp3Player|iPod nano
SZC|Mp3Player|iPod nano
SZT|Mp3Player|iPod (5th generation)
SZU|Mp3Player|iPod (5th generation)
SZV|Mp3Player|iPod nano
SZW|Mp3Player|iPod nano
T0B|Router|AirPort Express Base Station
T0C|Router|AirPort Express Base Station
T0D|Router|AirPort Express Base Station
T0E|Router|AirPort Express Base Station
T0F|Router|AirPort Express Base Station
T0G|Router|AirPort Extreme Base Station
T0H|Stationary|Mac mini
T0J|Stationary|Mac mini
T0K|Stationary|Mac mini
T0U|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
T0V|Laptop|PowerBook G4 (17-inch, 1.67GHZ)
T1C|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
T1G|Server|XserveG5 (January 2005)
T1S|Stationary|Power Mac G5 (June 2004)
T1V|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
T2W|Mp3Player|iPod Hi-Fi
T2X|Laptop|iBook G4 (14-inch, Late 2004)
T39|Stationary|Power Mac G5 (Late 2005)
T3U|Server|XserveG5 (January 2005)
T3V|Stationary|Power Mac G5 (June 2004)
T40|Stationary|eMac (USB 2.0)
T41|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
T52|Stationary|iMac G5 ALS (17-Inch)
T53|Stationary|iMac G5 ALS (17-Inch)
T54|Stationary|iMac G5 ALS (20-Inch)
T58|Software|Final Cut Pro 5.X
T5C|Stationary|Mac mini
T5D|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
T5X|Laptop|iBook G4 (12-inch, Late 2004)
T5Y|Laptop|iBook G4 (12-inch, Late 2004)
T7W|Stationary|iMac G5 ALS (17-Inch)
T7X|Stationary|iMac G5 ALS (17-Inch)
T7Y|Stationary|iMac G5 ALS (20-Inch)
T7Z|Stationary|iMac G5 (17-Inch iSight)
T80|Stationary|iMac G5 (17-Inch iSight)
T81|Stationary|iMac G5 (17-Inch iSight)
T8B|Software|iWork 05
T8H|Stationary|eMac (2005)
T8J|Stationary|eMac (2005)
T8K|Stationary|eMac (2005)
T8M|Stationary|eMac (2005)
T8N|Stationary|eMac (2005)
T8P|Stationary|eMac (2005)
T8Q|Server|XserveG5 (January 2005)
T8R|Server|XserveG5 (January 2005)
T8S|Server|XserveG5 (January 2005)
T90|Software|Mac OS X 10.4
T9T|Stationary|iMac G5 ALS (17-Inch)
T9U|Stationary|iMac G5 ALS (20-Inch)
TA8|Stationary|Mac mini (Late 2005)
TA9|Stationary|Mac mini (Late 2005)
TAA|Stationary|Mac mini (Late 2005)
TAB|Stationary|Mac mini (Late 2005)
TAC|Stationary|Mac mini (Late 2005)
TAD|Stationary|Mac mini (Late 2005)
TAQ|Stationary|iMac G5 (17-Inch iSight)
TAR|Stationary|iMac G5 (20-Inch iSight)
TAT|Stationary|iMac G5 (17-Inch iSight)
TAU|Stationary|iMac G5 (20-Inch iSight)
TBX|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TC3|Stationary|iMac G5 (17-Inch)
TCF|Laptop|iBook G4 (12-inch, Late 2004)
TCG|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
TCH|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TCJ|Laptop|iBook G4 (14-inch, Late 2004)
TCK|Stationary|iMac G5 (17-Inch)
TCL|Stationary|iMac G5 (20-Inch)
TCV|Stationary|eMac (USB 2.0)
TCW|Stationary|Mac mini
TDN|Stationary|eMac (2005)
TDP|Stationary|eMac (2005)
TDQ|Stationary|eMac (2005)
TDR|Stationary|Power Mac G5 (June 2004)
TDS|Mp3Player|iPod with color display
TDU|Mp3Player|iPod with color display
TDX|Stationary|Mac mini
TE0|Stationary|iMac G5 (17-Inch)
TE2|Stationary|iMac G5 (17-Inch)
TE4|Stationary|iMac G5 (20-Inch)
TEF|Stationary|eMac (USB 2.0)
TEH|Stationary|iMac G5 (17-Inch)
TF2|Stationary|eMac (2005)
TF3|Stationary|eMac (2005)
TF4|Stationary|eMac (2005)
TFW|Laptop|PowerBook G4 (17-inch, 1.67GHZ)
TFX|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TFY|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TFZ|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
TG0|Laptop|iBook G4 (14-inch, Late 2004)
TG1|Laptop|iBook G4 (14-inch, Late 2004)
TG2|Laptop|iBook G4 (12-inch, Late 2004)
TG3|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TG4|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
TG8|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TGG|Server|XserveG5 (January 2005)
TGH|Server|XserveG5 (January 2005)
TGJ|Server|XserveG5 (January 2005)
THB|Stationary|iMac G5 ALS (17-Inch)
THC|Stationary|iMac G5 ALS (17-Inch)
THF|Stationary|iMac G5 ALS (20-Inch)
THJ|Stationary|Power Mac G5 (Early 2005)
THK|Stationary|Power Mac G5 (Early 2005)
THL|Stationary|Power Mac G5 (Early 2005)
THV|Laptop|MacBook Pro (original)
THW|Stationary|Mac mini
THY|Laptop|MacBook Pro (17-inch)
TJ1|Laptop|MacBook Pro (17-inch)
TJ2|Stationary|Power Mac G5 (Early 2005)
TJ3|Stationary|Power Mac G5 (Early 2005)
TJ5|Stationary|eMac (2005)
TJ7|Stationary|eMac (2005)
TJC|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TJD|Laptop|iBook G4 (14-inch, Late 2004)
TJE|Laptop|iBook G4 (12-inch, Late 2004)
TJF|Laptop|iBook G4 (14-inch, Late 2004)
TJG|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
TJT|Mp3Player|iPod nano
TJU|Mp3Player|iPod nano
TK2|Mp3Player|iPod nano
TK3|Mp3Player|iPod nano
TKE|Stationary|Power Mac G5 (Early 2005)
TKG|Stationary|eMac (2005)
TKM|Stationary|iMac G5 ALS (20-Inch)
TKP|Stationary|eMac (2005)
TKQ|Stationary|eMac (2005)
TKR|Stationary|iMac G5 ALS (17-Inch)
TKS|Stationary|iMac G5 ALS (17-Inch)
TKT|Stationary|Power Mac G5 (Early 2005)
TKU|Stationary|Power Mac G5 (Late 2004)
TKX|Stationary|iMac G5 ALS (20-Inch)
TKZ|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
TL0|Stationary|eMac (2005)
TL1|Stationary|eMac (2005)
TL2|Stationary|Power Mac G5 (Early 2005)
TM2|Mp3Player|iPod with color display
TM9|Stationary|iMac G5 ALS (20-Inch)
TMA|Stationary|iMac G5 ALS (20-Inch)
TMB|Stationary|Power Mac G5 (Late 2004)
TMN|Stationary|eMac (2005)
TMP|Stationary|eMac (2005)
TMQ|Stationary|eMac (2005)
TMT|Stationary|eMac (2005)
TNS|Stationary|Power Mac G5 (Early 2005)
TNT|Stationary|Power Mac G5 (Early 2005)
TP4|Laptop|iBook G4 (12-inch, Late 2004)
TP5|Laptop|iBook G4 (12-inch, Late 2004)
TP6|Laptop|iBook G4 (14-inch, Late 2004)
TP7|Laptop|iBook G4 (14-inch, Late 2004)
TQU|Stationary|eMac (2005)
TR4|Stationary|eMac (2005)
TR5|Stationary|eMac (2005)
TR6|Stationary|eMac (2005)
TRF|Stationary|Power Mac G5 (June 2004)
TRH|Stationary|Power Mac G5 (June 2004)
TRN|Stationary|Power Mac G5 (Early 2005)
TRP|Stationary|eMac (2005)
TRQ|Stationary|eMac (2005)
TRR|Laptop|iBook G4 (12-inch, Late 2004)
TRU|Server|XserveG5 (January 2005)
TRV|Stationary|Power Mac G5 (Early 2005)
TRW|Stationary|Power Mac G5 (Early 2005)
TS1|Server|XserveG5 (January 2005)
TSG|Stationary|iMac G5 (17-Inch)
TSH|Stationary|iMac G5 (17-Inch)
TSJ|Stationary|iMac G5 (20-Inch)
TSK|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
TSX|Mp3Player|iPod shuffle
TSY|Mp3Player|iPod shuffle
TTA|Stationary|Power Mac G5 (Early 2005)
TTF|Router|AirPort Extreme Base Station
TTG|Router|AirPort Extreme Base Station
TTH|Router|AirPort Extreme Base Station
TTJ|Router|AirPort Extreme Base Station
TTK|Router|AirPort Extreme Base Station
TTL|Router|AirPort Extreme Base Station
TTM|Router|AirPort Extreme Base Station
TTN|Router|AirPort Extreme Base Station
TTU|Router|AirPort Extreme Base Station
TTV|Router|AirPort Extreme Base Station
TTX|Router|AirPort Extreme Base Station
TTY|Router|AirPort Extreme Base Station
TTZ|Router|AirPort Extreme Base Station
TU0|Router|AirPort Extreme Base Station
TU1|Router|AirPort Extreme Base Station
TU4|Stationary|eMac (2005)
TU6|Stationary|iMac G5 ALS (20-Inch)
TVW|Stationary|Mac mini
TVX|Laptop|iBook G4 (14-inch, Late 2004)
TVZ|Stationary|eMac (2005)
TWE|Stationary|iMac G5 ALS (17-Inch)
TWR|Laptop|iBook G4 (12-inch, Late 2004)
TX8|Laptop|iBook G4 (12-inch, Late 2004)
TXA|Stationary|iMac G5 ALS (17-Inch)
TXF|Server|XserveG5 (January 2005)
TXG|Server|XserveG5 (January 2005)
TXH|Server|XserveG5 (January 2005)
TXK|Mp3Player|iPod (5th generation)
TXL|Mp3Player|iPod (5th generation)
TXM|Mp3Player|iPod (5th generation)
TXN|Mp3Player|iPod (5th generation)
TXX|Server|XserveG5 (January 2005)
TYB|Stationary|Power Mac G5 (Late 2004)
TYC|Stationary|Power Mac G5 (Late 2004)
TYD|Server|XserveRAID (SFP Late 2004)
TYE|Laptop|iBook G4 (12-inch, Late 2004)
TYG|Mp3Player|iPod with color display
TYJ|Software|Aperture 1.0
TYK|Software|Aperture 1.0
TYS|Stationary|iMac G5 ALS (20-Inch)
TYV|Stationary|Mac mini
TYW|Stationary|Mac mini
TYX|Stationary|Mac mini
TZ1|Stationary|Mac mini
U0R|Router|AirPort Extreme Card
U0S|Router|AirPort Extreme Card
U0T|Router|AirPort Extreme Card
U2N|Stationary|iMac (Early 2006 17-inch)
U2P|Stationary|iMac (Early 2006 20-inch)
U2R|Stationary|iMac (Early 2006 17-inch)
U2S|Stationary|iMac (Early 2006 20-inch)
U34|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
U35|Stationary|Mac mini (Early 2006)
U36|Stationary|Mac mini (Early 2006)
U38|Stationary|Mac mini (Early 2006)
U39|Stationary|Mac mini (Early 2006)
U3B|Server|XserveG5 (January 2005)
U3G|Server|XserveRAID (SFP Late 2004)
U3H|Server|XserveRAID (SFP Late 2004)
U3J|Server|XserveRAID (SFP Late 2004)
U3K|Server|XserveRAID (SFP Late 2004)
U4S|Router|AirPort Express Base Station
U4T|Router|AirPort Express Base Station
U4U|Router|AirPort Express Base Station
U4V|Router|AirPort Express Base Station
U4W|Router|AirPort Express Base Station
U4X|Router|AirPort Express Base Station
U5H|Mp3Player|iPod with color display Harry Potter (20GB)
U6A|Stationary|iMac G5 (20-Inch iSight)
U6B|Stationary|iMac G5 (20-Inch iSight)
U6C|Laptop|iBook G4 (14-inch, Mid 2005)
U6D|Laptop|iBook G4 (12-inch, Mid 2005)
U6E|Laptop|iBook G4 (14-inch, Mid 2005)
U6G|Software|iWork 06
U6J|Software|iWork 06
U6K|Software|iWork 06
U6M|Software|Apple Remote Desktop 3.X
U6N|Software|Apple Remote Desktop 3.X
U6P|Software|Apple Remote Desktop 3.X
U6Q|Laptop|iBook G4 (14-inch, Mid 2005)
U6R|Laptop|iBook G4 (14-inch, Mid 2005)
U6S|Laptop|iBook G4 (12-inch, Mid 2005)
U6U|Laptop|iBook G4 (14-inch, Mid 2005)
U6Z|Stationary|iMac G5 (17-Inch iSight)
U70|Stationary|iMac G5 (20-Inch iSight)
U75|Server|XserveG5 (January 2005)
U76|Server|XserveG5 (January 2005)
U77|Server|XserveG5 (January 2005)
U7T|Mp3Player|iPod shuffle
U99|Mp3Player|iPod (5th generation)
U9B|Laptop|MacBook (13-inch)
U9C|Laptop|MacBook (13-inch)
U9D|Laptop|MacBook (13-inch)
U9E|Laptop|MacBook (13-inch)
UAG|Server|XserveRAID (SFP Late 2004)
UAH|Server|XserveRAID (SFP Late 2004)
UB1|Laptop|PowerBook G4 (15-inch, 1.67/1.5GHZ)
UCR|Laptop|iBook G4 (14-inch, Mid 2005)
UDR|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UDS|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UDT|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UDU|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UDW|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UDX|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UE0|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UE1|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UE2|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UEE|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UEF|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UEG|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UEH|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UF1|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UF6|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UF7|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UFA|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UFB|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UFE|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UFF|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UFG|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UFZ|Display|Apple Cinema Display (20-inch, DVI Late 2005)
UG0|Display|Apple Cinema Display (23-inch, DVI Late 2005)
UG2|Stationary|iMac G5 ALS (17-Inch)
UG3|Stationary|iMac G5 ALS (17-Inch)
UG4|Stationary|iMac G5 ALS (20-Inch)
UGL|Stationary|iMac G5 (17-Inch iSight)
UGM|Stationary|iMac G5 (20-Inch iSight)
UGN|Software|Final Cut Express HD 3.0
UGP|Software|Final Cut Express HD 3.0
UGQ|Software|Final Cut Express HD 3.0
UK9|Laptop|iBook G4 (12-inch, Mid 2005)
UKN|Server|XserveRAID (SFP Late 2004)
UKP|Server|XserveRAID (SFP Late 2004)
UKQ|Stationary|Power Mac G5 (Late 2005)
UKR|Stationary|Power Mac G5 (Late 2005)
UKS|Stationary|Power Mac G5 (Late 2005)
UL5|Stationary|Power Mac G5 (Late 2005)
ULK|Stationary|Mac mini (Late 2005)
UM5|Software|Mac OS X 10.4.3
UM8|Stationary|iMac G5 (17-Inch iSight)
UM9|Stationary|iMac G5 (20-Inch iSight)
UMB|Server|XserveG5 (January 2005)
UME|Server|XserveG5 (January 2005)
UMF|Server|XserveG5 (January 2005)
UMG|Server|XserveG5 (January 2005)
UNA|Mp3Player|iPod nano
UNB|Mp3Player|iPod nano
UPR|Mp3Player|iPod nano
UPS|Mp3Player|iPod nano
UPZ|Stationary|Mac Pro
UQ2|Stationary|Mac Pro
UQD|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UQL|Server|XserveG5 (January 2005)
UQM|Stationary|iMac G5 (20-Inch iSight)
UQN|Stationary|iMac G5 (17-Inch iSight)
URC|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
URK|Stationary|Power Mac G5 (Late 2005)
URL|Stationary|Power Mac G5 (Late 2005)
URM|Stationary|Power Mac G5 (Late 2005)
URN|Stationary|Power Mac G5 (Late 2005)
URQ|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
URR|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
URS|Server|XserveG5 (January 2005)
US6|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
US8|Stationary|Power Mac G5 (Late 2005)
UT6|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UT7|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UT8|Laptop|iBook G4 (14-inch, Mid 2005)
UUA|Stationary|Power Mac G5 (Late 2005)
UUF|Laptop|PowerBook G4 (12-inch, 1.5GHZ)
UUG|Laptop|iBook G4 (14-inch, Mid 2005)
UUH|Stationary|eMac (2005)
UUY|Stationary|Power Mac G5 (Late 2005)
UUZ|Stationary|Power Mac G5 (Late 2005)
UV0|Stationary|Power Mac G5 (Late 2005)
UV1|Stationary|Power Mac G5 (Late 2005)
UW0|Server|XserveG5 (January 2005)
UWE|Stationary|iMac G5 (20-Inch iSight)
UWG|Stationary|Mac mini (Late 2005)
UWH|Stationary|iMac G5 (17-Inch iSight)
UWV|Laptop|PowerBook G4 (17-inch, Double-Layer SD)
UWY|Stationary|Mac mini (Late 2005)
UWZ|Stationary|Mac mini (Late 2005)
UX0|Stationary|Mac mini (Late 2005)
UX4|Server|XserveG5 (January 2005)
UX5|Server|XserveG5 (January 2005)
UX9|Stationary|iMac G5 (17-Inch iSight)
UXA|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UXS|Stationary|iMac G5 (17-Inch iSight)
UXT|Stationary|iMac G5 (17-Inch iSight)
UXU|Stationary|iMac G5 (20-Inch iSight)
UYS|Stationary|eMac (2005)
UYT|Stationary|Power Mac G5 (Late 2005)
UZ0|Mp3Player|iPod shuffle
UZ9|Laptop|iBook G4 (12-inch, Mid 2005)
UZA|Laptop|iBook G4 (14-inch, Mid 2005)
UZB|Laptop|PowerBook G4 (15-Inch Double-Layer SD)
UZW|Stationary|Power Mac G5 (Late 2005)
UZX|Stationary|Power Mac G5 (Late 2005)
UZY|Stationary|Power Mac G5 (Late 2005)
UZZ|Stationary|Power Mac G5 (Late 2005)
V1Q|Server|XserveG5 (January 2005)
V2H|Stationary|iMac (Mid 2006 17-inch)
V2J|Stationary|iMac (Mid 2006 17-inch)
V2M|Server|Xserve(Late 2006)
V2Q|Server|Xserve(Late 2006)
V3B|Laptop|iBook G4 (12-inch, Mid 2005)
V4J|Stationary|eMac (2005)
V4M|Stationary|iMac (Early 2006 17-inch)
V4N|Stationary|iMac (Early 2006 17-inch)
V4P|Stationary|iMac (Early 2006 20-inch)
V4Q|Stationary|iMac (Early 2006 20-inch)
V4R|Stationary|iMac (Early 2006 20-inch)
V4U|Stationary|iMac (Early 2006 17-inch)
V5V|Stationary|Power Mac G5 (Late 2005)
V5W|Stationary|Power Mac G5 (Late 2005)
V5X|Stationary|Power Mac G5 (Late 2005)
V66|Stationary|iMac (Early 2006 17-inch)
V67|Stationary|iMac (Early 2006 20-inch)
V69|Software|iLife '06
V6C|Mp3Player|iPod (5th generation)
V6E|Stationary|Power Mac G5 (Late 2005)
V76|Stationary|Power Mac G5 (Late 2005)
V77|Stationary|Power Mac G5 (Late 2005)
V8T|Mp3Player|iPod nano (2nd generation)
V8U|Mp3Player|iPod nano (2nd generation)
V8W|Mp3Player|iPod nano (2nd generation)
V8X|Mp3Player|iPod nano (2nd generation)
V9B|Software|Shake 4.X
V9C|Software|Shake 4.X
V9D|Software|Shake 4.X
V9K|Mp3Player|iPod (5th generation Late 2006)
V9L|Mp3Player|iPod (5th generation Late 2006)
V9M|Mp3Player|iPod (5th generation Late 2006)
V9N|Mp3Player|iPod (5th generation Late 2006)
V9P|Mp3Player|iPod (5th generation Late 2006)
V9Q|Mp3Player|iPod (5th generation Late 2006)
V9R|Mp3Player|iPod (5th generation Late 2006)
V9S|Mp3Player|iPod (5th generation Late 2006)
V9V|Mp3Player|iPod (5th generation U2)
VGB|Stationary|iMac (Early 2006 17-inch)
VGC|Stationary|iMac (Early 2006 20-inch)
VGM|Stationary|iMac (Early 2006 20-inch)
VGN|Stationary|iMac (24-inch, Late 2006)
VGP|Stationary|iMac (24-inch, Late 2006)
VGW|Laptop|MacBook Pro (original)
VGX|Laptop|MacBook Pro (original)
VGY|Laptop|MacBook Pro (original)
VGZ|Stationary|iMac (Early 2006 17-inch)
VH0|Stationary|iMac (Early 2006 20-inch)
VH1|Stationary|iMac (Early 2006 17-inch)
VH2|Stationary|iMac (Early 2006 20-inch)
VHP|Stationary|iMac (Early 2006 17-inch)
VHQ|Mp3Player|iPod (5th generation)
VJ0|Laptop|MacBook Pro (original)
VJ1|Laptop|MacBook Pro (original)
VJ2|Laptop|MacBook Pro (original)
VJ3|Laptop|MacBook Pro (original)
VJ5|Laptop|MacBook Pro (original)
VJ6|Laptop|MacBook Pro (original)
VJ7|Laptop|MacBook Pro (original)
VJM|Laptop|MacBook Pro (original)
VJN|Stationary|Mac mini (Early 2006)
VJQ|Server|XserveG5 (January 2005)
VLK|Stationary|Mac mini (Early 2006)
VMM|Laptop|MacBook (13-inch)
VMN|Laptop|MacBook (13-inch)
VMU|Laptop|MacBook Pro (original)
VQ5|Mp3Player|iPod nano (2nd generation)
VQ6|Mp3Player|iPod nano (2nd generation)
VQH|Mp3Player|iPod nano (2nd generation)
VQJ|Mp3Player|iPod nano (2nd generation)
VQK|Mp3Player|iPod nano (2nd generation)
VQL|Mp3Player|iPod nano (2nd generation)
VQT|Mp3Player|iPod nano (2nd generation)
VQU|Mp3Player|iPod nano (2nd generation)
VR0|Phone|iPhone (original)
VR3|Laptop|iBook G4 (12-inch, Mid 2005)
VR4|Laptop|iBook G4 (12-inch, Mid 2005)
VR5|Laptop|iBook G4 (14-inch, Mid 2005)
VS5|Stationary|Mac mini (Early 2006)
VS6|Stationary|Power Mac G5 (Late 2005)
VS7|Stationary|Mac mini (Early 2006)
VS8|Stationary|Power Mac G5 (Late 2005)
VS9|Stationary|Power Mac G5 (Late 2005)
VSA|Server|XserveG5 (January 2005)
VSC|Server|XserveG5 (January 2005)
VSD|Laptop|MacBook Pro (original)
VSK|Server|XserveG5 (January 2005)
VSS|Server|XserveG5 (January 2005)
VSW|Mp3Player|Nike + iPod Sport Kit
VTE|Mp3Player|iPod shuffle (2nd generation)
VTF|Mp3Player|iPod shuffle (2nd generation)
VTG|Laptop|MacBook Pro (17-inch)
VTH|Laptop|MacBook (13-inch)
VTJ|Laptop|MacBook (13-inch)
VTZ|Laptop|MacBook Pro (original)
VU0|Laptop|MacBook Pro (original)
VU2|Stationary|Mac mini (Early 2006)
VU4|Stationary|Mac mini (Early 2006)
VU5|Stationary|Power Mac G5 (Late 2005)
VU6|Stationary|Power Mac G5 (Late 2005)
VUJ|Software|Xsan 1.4
VUL|Software|Xsan 1.4
VUP|Mp3Player|iPod (5th generation)
VUQ|Mp3Player|iPod nano
VUV|Stationary|iMac (20-inch, Late 2006)
